# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
8.2421875000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -1.7011449905995322403005638590601394412316e-11 1 7 630 1 2 19
7.5000000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -1.1794605268156756521425320859055435596119e-09 1 4 76 1 4 81
8.2031250000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -8.5057249529976618477376728523535681994461e-11 1 7 631 0 2 22
8.4375000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -1.3790615390460209406670925272493655189265e-08 1 4 77 1 4 80
8.2031250000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -8.5057249529976605552679657382478262128700e-11 1 7 632 1 2 17
8.2031250000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 5.3869591368985192994808301845678340583068e-11 1 7 632 0 2 21
8.4375000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 5.3869591368985192994808301845678340583068e-11 1 4 78 1 4 79
8.2031250000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -7.7118572907178806956676161342379913210543e-10 1 7 633 0 2 20
8.1250000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 5.3869591368985192994808301845678340583068e-11 1 4 79 1 4 78
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.5517174858992983604508457885902091618474e-11 0 2 0 0 2 1
8.2031250000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 1.0206869943597194734273090268466578633966e-10 1 7 634 0 2 19
8.1250000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 -1.3790615390460209406670925272493655189265e-08 1 4 80 1 4 77
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.5517174858992983604508457885902091618474e-11 0 2 1 0 2 0
8.3203125000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 7.2582186265580056039167600537027197349360e-10 1 7 635 0 2 18
8.1250000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -1.0887327939837006337923608697984892423882e-09 1 4 81 1 4 76
8.3203125000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 1.3042111594596416642655355000023510020357e-10 1 7 636 0 2 17
8.1250000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -7.6211295578859048501368323651032621324219e-09 1 4 82 1 4 75
8.7500000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 -3.4022899811990647390950691409414272797784e-10 1 4 85 1 4 72
8.7500000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 -1.1794605268156758589376852241624622774641e-09 1 4 86 1 4 71
7.8125000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -2.6084223189192833285310710000047020040714e-10 1 4 71 1 5 146
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -9.9233457784972724788113784396055983959978e-12 0 2 0 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 9.0727732831975070048959500671283996686700e-10 0 2 1 0 2 1
7.5000000000000000000000000000000000000000e-01 7.6562500000000000000000000000000000000000e-01 -2.4950126528793145555933569798708841075419e-10 1 4 74 1 5 143
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -9.9233457784972724788113784396055983959978e-12 0 2 2 0 2 0
8.4375000000000000000000000000000000000000e-01 7.1875000000000000000000000000000000000000e-01 3.6858141462989870591802663255076946170752e-11 1 4 77 1 5 140
8.1250000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 -3.9693383113989089915245513758422393583991e-11 1 4 79 1 5 138
8.1250000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 1.0206869943597194734273090268466578633966e-10 1 4 80 1 5 137
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.4425093338729539552117503565461544261933e-12 0 2 0 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.6291093132790028019583800268513598674680e-10 0 2 1 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.6291093132790028019583800268513598674680e-10 0 2 2 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.4425093338729539552117503565461544261933e-12 0 2 3 0 2 0
7.9199218750000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -1.7720260318745130868937402474860155602871e-12 1 9 2429 0 2 20
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.6704833019984418780599687919552497929188e-12 0 2 0 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.7218319849592515844809021744962231059706e-10 0 2 1 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.4743256585195948236721065302030778468301e-10 0 2 2 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.7218319849592510674930193288539263113401e-10 0 2 3 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.6704833019984418780599687919552497929188e-12 0 2 4 0 2 0
8.7500000000000000000000000000000000000000e-01 8.2812500000000000000000000000000000000000e-01 5.4436639699185021349860386577078526226803e-10 0 2 17 1 7 637
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 5.1034349717985973671365451342332893169829e-11 0 2 0 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.4709200459895860091529114025569899217709e-15 0 2 0 1 2 1
8.7500000000000000000000000000000000000000e-01 8.3203125000000000000000000000000000000000e-01 2.0413739887194389468546180536933157267931e-10 0 2 18 1 7 636
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1547836547594077197923320738271336233227e-10 0 2 1 0 2 4
8.7500000000000000000000000000000000000000e-01 8.3203125000000000000000000000000000000000e-01 -1.9279643226794701739169040335594978302636e-10 0 2 19 1 7 635
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.0773918273797038598961660369135668116614e-10 0 2 2 0 2 3
8.7500000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 -5.8973026340783782607126604295277177980594e-10 0 2 20 1 7 634
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.1340966603996883756119937583910499585838e-10 0 2 3 0 2 2
8.7500000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 1.0206869943597194734273090268466578633966e-10 1 2 17 1 7 633
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 -6.5210557972982083213276775000117550101786e-11 0 2 21 1 7 633
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1547836547594077197923320738271336233227e-10 0 2 4 0 2 1
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 -5.6704833019984418780599687919552497929188e-11 0 2 22 1 7 632
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.5574447545772084719548619315125788341354e-15 1 2 1 0 2 0
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.3869591368985186532459766275149630650187e-11 0 2 5 0 2 0
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 -4.8199108066986747885574065268458735823709e-11 1 2 19 1 7 631
7.5000000000000000000000000000000000000000e-01 8.2421875000000000000000000000000000000000e-01 -5.1034349717985973671365451342332893169829e-11 1 2 20 1 7 630
7.5000000000000000000000000000000000000000e-01 8.2421875000000000000000000000000000000000e-01 -4.8199108066986754347922600838987445756589e-11 1 2 21 1 7 629
7.5000000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 6.7336989211231491243510377307097925728835e-12 1 2 22 1 7 628
8.7500000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 5.6704833019984410702664018456391610513087e-12 1 2 24 1 7 626
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.4176208254996104695149921979888124482297e-12 0 2 0 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.2680755213603081746082853995882147552865e-15 0 2 0 1 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.2607022821274602533992482271170254475652e-14 0 2 1 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.9960101223034516444746855838967072860335e-09 0 2 1 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.5057249529976618477376728523535681994461e-11 0 2 2 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.9386766227978179830491027516844787167982e-11 0 2 3 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -9.0727732831975057124262429530226576820939e-11 0 2 4 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.9052823894714762125342080912758155331055e-09 0 2 5 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.2607022821274602533992482271170254475652e-14 1 2 1 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.3290195239058846637090113831802450311634e-12 0 2 6 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.6141743557107988146769927364223758164730e-15 1 2 2 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.3063720244117785170925969680670871153887e-15 0 2 0 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 7.0881041274980523475749609899440622411484e-12 0 2 0 0 2 7
8.1250000000000000000000000000000000000000e-01 7.8906250000000000000000000000000000000000e-01 -9.9233457784972692476371106543412434295576e-12 1 3 35 1 7 607
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.6580390478117691254696310297814678769244e-13 0 2 1 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -5.3869591368985192994808301845678340583068e-11 0 2 1 0 2 6
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -7.7118572907178806956676161342379913210543e-10 0 2 2 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.2150325398431413586171753093575194503589e-14 0 2 2 1 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.5210557972982083213276775000117550101786e-11 0 2 3 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.2375316321982863889833924496772102688547e-11 0 2 4 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.7118572907178806956676161342379913210543e-10 0 2 5 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.2150325398431410430728132209527972856675e-14 1 2 1 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.3869591368985186532459766275149630650187e-11 0 2 6 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.6580390478117686205986516883339124134181e-13 1 2 2 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.7336989211231491243510377307097925728835e-12 0 2 7 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.3063720244117785170925969680670871153887e-15 1 2 3 0 2 0
7.0312500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 9.0727732831975070048959500671283996686700e-11 1 5 131 0 2 22
7.0312500000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 9.0727732831975070048959500671283996686700e-11 1 5 132 1 2 17
7.0312500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -5.9540074670983631641694002852369235409546e-11 1 5 132 0 2 21
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -3.1754706491191261592438754093891978974584e-10 1 5 133 0 2 20
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 1.5877353245595630796219377046945989487292e-10 1 5 134 0 2 19
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -2.2681933207993767512239875167820999171675e-10 1 5 135 0 2 18
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 7.9386766227978179830491027516844787167982e-11 1 5 136 0 2 17
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -4.8453836809068713275446183787136710917958e-15 0 2 0 1 2 4
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.9846691556994544957622756879211196791996e-11 0 2 0 0 2 8
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.8795423017960836399845830668028864195900e-13 0 2 1 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 2.3816029868393457826556429597370662110123e-10 0 2 1 0 2 7
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 2.1264312382494154619344182130883920498615e-11 0 2 2 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.1075162699215706793085876546787597251794e-13 0 2 2 1 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.5920546380122578909491400146513073755319e-14 0 2 3 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 5.8973026340783782607126604295277177980594e-10 0 2 3 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.1034349717985973671365451342332893169829e-11 0 2 4 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.4436639699185031689618043489924462119411e-10 0 2 5 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.6612744048823557034185193936134174230777e-14 1 2 1 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1264312382494154619344182130883920498615e-11 0 2 6 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.1075162699215706793085876546787597251794e-13 1 2 2 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.3816029868393452656677601140947694163819e-10 0 2 7 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.8795423017960836399845830668028864195900e-13 1 2 3 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1264312382494151388169914345619565532175e-11 0 2 8 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -4.8453836809068713275446183787136710917958e-15 1 2 4 0 2 0
7.3828125000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 1.2758587429496493417841362835583223292457e-11 1 8 1137 0 2 20
7.4414062500000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -5.3160780956235378470424785864048913830437e-12 1 8 1139 0 2 18
7.3437500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 1.0773918273797038598961660369135668116614e-10 1 5 137 1 4 80
7.3437500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -3.9693383113989076990548442617364973718230e-11 1 5 138 1 4 79
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 4.3262354293811354660491705260889051764822e-16 0 2 0 1 2 5
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 2.5517174858992986835682725671166446584914e-11 0 2 0 0 2 9
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 7.2582186265580056039167600537027197349360e-10 0 2 1 0 2 8
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.7720260318745130868937402474860155602871e-13 0 2 1 1 2 4
7.1875000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 3.9693383113989076990548442617364973718230e-11 1 5 140 1 4 77
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2182678969137278103483188378275801306357e-13 0 2 2 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.0206869943597194734273090268466578633966e-10 0 2 2 0 2 7
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.5593829080495715972458481124193025672137e-11 0 2 3 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.3063720244117778860038727912576427860059e-14 0 2 3 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 4.5363866415987535024479750335641998343350e-10 0 2 4 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.2459558036617669353360705894124241496540e-14 0 2 4 1 2 1
7.6562500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -2.6084223189192833285310710000047020040714e-10 1 5 143 1 4 74
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.2459558036617669353360705894124241496540e-14 1 2 1 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.3095673095188154395846641476542672466454e-10 0 2 5 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.3063720244117791481813211448765314447716e-14 1 2 2 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.5593829080495715972458481124193025672137e-11 0 2 6 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2182678969137278103483188378275801306357e-13 1 2 3 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.0773918273797037306491953255029926130037e-10 0 2 7 0 2 2
7.5000000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 -2.4950126528793145555933569798708841075419e-10 1 5 146 1 4 71
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.7720260318745130868937402474860155602871e-13 1 2 4 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.2582186265580056039167600537027197349360e-10 0 2 8 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.5425472008501916230540468484778774573934e-16 1 2 5 0 2 0
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.5517174858992986835682725671166446584914e-11 0 2 9 0 2 0
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -3.1148895091544173383401764735310603741350e-15 0 2 0 1 2 6
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -7.0881041274980513378330023070489513141359e-13 0 2 0 0 2 10
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 9.0727732831975070048959500671283996686700e-10 0 2 1 0 2 9
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.3843953374019633491357345683484496564743e-14 0 2 1 1 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.1988557544902078377840093133883273902093e-14 0 2 2 1 2 4
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.9486513170391896473442130604061556936601e-10 0 2 2 0 2 8
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 7.3716282925979741183605326510153892341504e-11 0 2 3 0 2 7
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.8601301593725654344687012374300778014356e-14 0 2 3 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.2049777016746686971393516317114683955927e-11 0 2 4 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.0913394845686390517415941891379006531784e-14 0 2 4 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 8.8601301593725654344687012374300778014356e-14 1 2 1 0 2 5
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.8601301593725641722912528838111891426699e-14 0 2 5 1 2 1
3.7500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 4.3549311759348017079888309261662820981442e-09 0 2 5 0 2 5
8.7500000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 -2.9032874506232022415667040214810878939744e-08 0 2 17 1 5 137
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.6450976195294215514966292208347810335453e-14 1 2 2 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2049777016746688586980650209746861439147e-11 0 2 6 0 2 4
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 1.3042111594596416642655355000023510020357e-10 0 2 18 1 5 136
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.8601301593725654344687012374300778014356e-14 1 2 3 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.3716282925979741183605326510153892341504e-11 0 2 7 0 2 3
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 6.2375316321982863889833924496772102688547e-11 0 2 19 1 5 135
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.1988557544902078377840093133883273902093e-14 1 2 4 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.1754706491191261592438754093891978974584e-10 0 2 8 0 2 2
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 -9.0727732831975070048959500671283996686700e-10 0 2 20 1 5 134
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.4536151042720613193772949915129207863659e-14 1 2 5 0 2 1
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 9.0727732831975070048959500671283996686700e-10 0 2 9 0 2 1
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 3.1187658160991431944916962248386051344273e-11 1 2 17 1 5 133
7.5000000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 -2.5517174858992986835682725671166446584914e-11 0 2 21 1 5 133
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.9418400919791720183058228051139798435418e-15 1 2 6 0 2 0
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -6.6450976195294233185450569159012251558172e-13 0 2 10 0 2 0
7.5000000000000000000000000000000000000000e-01 7.0312500000000000000000000000000000000000e-01 6.8045799623981289612022554362405577649264e-11 0 2 22 1 5 132
7.5000000000000000000000000000000000000000e-01 7.0312500000000000000000000000000000000000e-01 4.8199108066986747885574065268458735823709e-11 1 2 19 1 5 131
8.2812500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -1.9846691556994544957622756879211196791996e-11 1 5 155 1 5 160
8.2812500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -1.8429070731494932064727063842274118118936e-11 1 5 156 1 5 159
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 1.7997139386225522749903644167518040122437e-14 0 2 0 1 2 7
1.2500000000000000000000000000000000000000e-01 6.2500000000000000000000000000000000000000e-01 4.2528624764988309238688364261767840997230e-11 0 2 0 0 2 11
8.7500000000000000000000000000000000000000e-01 7.4218750000000000000000000000000000000000e-01 -3.7212546669364769776058751782730772130967e-12 0 2 17 1 8 1141
8.1250000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 2.6934795684492596497404150922839170291534e-11 1 5 157 1 5 158
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -2.4099554033493377173961300419493722878295e-11 0 2 1 0 2 10
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.0521404564254920506798496454234050895130e-13 0 2 1 1 2 6
