# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.0195883890181480633554705597753866274865e-11 0 2 0 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.9010823235214454192265725113110581834253e-10 0 2 1 0 2 1
7.5000000000000000000000000000000000000000e-01 7.6562500000000000000000000000000000000000e-01 2.5905301848158995233231643720236709454996e-10 1 4 74 1 5 143
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.0195883878829250675702686002554298418457e-11 0 2 2 0 2 0
8.4375000000000000000000000000000000000000e-01 7.1875000000000000000000000000000000000000e-01 -3.8481005217154786729322140866759891994486e-11 1 4 77 1 5 140
8.1250000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 3.9744984241344152429780038431571254076147e-11 1 4 79 1 5 138
8.1250000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 -1.0592543568467680367635110556719926430680e-10 1 4 80 1 5 137
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.4943010663413014477276468352716332858160e-12 0 2 0 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.6790838559444033604067444039053842025355e-10 0 2 1 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.6790838535830979116489552538989821206528e-10 0 2 2 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.4943010585992511901621658554508266861238e-12 0 2 3 0 2 0
7.9199218750000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 1.8559478661819908934624421013600038018847e-12 1 9 2429 0 2 20
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.9245217632382276881515667837109484755026e-12 0 2 0 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.7038374355867814445491904995911690984256e-10 0 2 1 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.5194622128856041758480312523301889934824e-10 0 2 2 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.7038374340527036542417679779051840199822e-10 0 2 3 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.9245217587556923278740947125139927262327e-12 0 2 4 0 2 0
8.7500000000000000000000000000000000000000e-01 8.2812500000000000000000000000000000000000e-01 -5.3664826103132424473003390206636738224422e-10 0 2 17 1 7 637
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -5.2302718506180963595713026877476246705168e-11 0 2 0 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.4982310523642466020330303934684660747644e-15 0 2 0 1 2 1
8.7500000000000000000000000000000000000000e-01 8.3203125000000000000000000000000000000000e-01 -2.0164131153885877269215664656120713671417e-10 0 2 18 1 7 636
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.1380542408822483953827311267589230889263e-10 0 2 1 0 2 4
8.7500000000000000000000000000000000000000e-01 8.3203125000000000000000000000000000000000e-01 2.0083660956628477314495001122650460687047e-10 0 2 19 1 7 635
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.1167169499790032155430433630428259730860e-10 0 2 2 0 2 3
8.7500000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 5.6764726502509646952408003177880345402340e-10 0 2 20 1 7 634
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.1167169500561042034512282269752931826434e-10 0 2 3 0 2 2
8.7500000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 -1.0001614433392271048083828172104662451725e-10 1 2 17 1 7 633
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 6.3290659193297330841780798017537921010267e-11 0 2 21 1 7 633
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.1380542402679153131124343049739413083477e-10 0 2 4 0 2 1
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 6.0587209783174531780942536870245701541293e-11 0 2 22 1 7 632
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.4982310507752243591237157885324859325012e-15 1 2 1 0 2 0
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.2302718307591855724288419208185883617357e-11 0 2 5 0 2 0
7.5000000000000000000000000000000000000000e-01 8.2031250000000000000000000000000000000000e-01 4.7724012460862883686590025792881829269643e-11 1 2 19 1 7 631
7.5000000000000000000000000000000000000000e-01 8.2421875000000000000000000000000000000000e-01 5.1577884691902168201790933517266097597942e-11 1 2 20 1 7 630
7.5000000000000000000000000000000000000000e-01 8.2421875000000000000000000000000000000000e-01 4.7151695355351352536332393519300475170919e-11 1 2 21 1 7 629
7.5000000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -6.8030002840626725288391567479367864120648e-12 1 2 22 1 7 628
8.7500000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -5.6498883729521372262340675374782904532428e-12 1 2 24 1 7 626
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.4113966107896678566199540689355752028783e-12 0 2 0 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.5922003592568051921907852932921211118347e-15 0 2 0 1 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.2867878701975944858502593518934877866316e-14 0 2 1 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.8934269275473390895915082408201834951456e-09 0 2 1 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.8336471942838647739491954976513796854443e-11 0 2 2 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.2082022476994844062264891281172161235924e-11 0 2 3 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.8336471973626426460989285304744407165134e-11 0 2 4 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.8934269213095229410342110220374228779505e-09 0 2 5 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.2867878637207511044628376826432501144851e-14 1 2 1 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.4113965381022885050773421581822438485281e-12 0 2 6 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.5922003548959237324220456781024851350377e-15 1 2 2 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.4306176399660720247227389916464961167449e-15 0 2 0 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -6.9289673862668185195842987589759159536285e-12 0 2 0 0 2 7
8.1250000000000000000000000000000000000000e-01 7.8906250000000000000000000000000000000000e-01 9.4751717308325196570676593669849943537414e-12 1 3 35 1 7 607
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.6926207728595930554938913381175436863183e-13 0 2 1 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 5.3056335324418387634021234948935468768438e-11 0 2 1 0 2 6
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 7.8151703373196472408081129039760306942419e-10 0 2 2 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1556459072373111524203993427305951274879e-14 0 2 2 1 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -6.4930010479752226319327646299645355118524e-11 0 2 3 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -6.4930010497711635736955133508960464130966e-11 0 2 4 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 7.8151703165068669264455341260614679166352e-10 0 2 5 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1556459053118594549569537280816480453457e-14 1 2 1 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.3056332718541519912535297021069827759499e-11 0 2 6 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.6926207713650219807364661153362596498432e-13 1 2 2 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -6.9289673280151369263240947455090339634695e-12 0 2 7 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.4306176351095240146546705867388979070665e-15 1 2 3 0 2 0
7.0312500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -8.9907700830839639415965900681444560038624e-11 1 5 131 0 2 22
7.0312500000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -9.1723194431192195697776078659784132832145e-11 1 5 132 1 2 17
7.0312500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 5.9198032485698820842278278072176459292941e-11 1 5 132 0 2 21
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 3.1752023008520394213717755449975527898276e-10 1 5 133 0 2 20
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -1.6044276392432963057728478491328416924433e-10 1 5 134 0 2 19
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 2.2549952901622951902901121075503861057587e-10 1 5 135 0 2 18
6.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -8.3956760811965016764306630220218545523903e-11 1 5 136 0 2 17
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.9866520347556490649989839335627564754247e-15 0 2 0 1 2 4
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.0497325755199685839779364803799445796106e-11 0 2 0 0 2 8
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.9925730935551454587902782861315346084590e-13 0 2 1 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.5153055318650370075485278599221414946863e-10 0 2 1 0 2 7
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -2.1584831851569430296573308800804657289069e-11 0 2 2 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.1043222391311564845262543157829611768425e-13 0 2 2 1 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.5969563143863601028163596743162315964415e-14 0 2 3 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -5.7284632217401458092997946754208055120117e-10 0 2 3 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.1353497844261677255737439895625371169552e-11 0 2 4 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.7284632059930691970487105600792418491629e-10 0 2 5 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.5969563131951776115777351409067441453330e-14 1 2 1 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.1584830781071142863363545356624709388449e-11 0 2 6 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.1043222389146821974075528352555403931439e-13 1 2 2 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.5153055119636980588366909209797634555672e-10 0 2 7 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.9925730920060902225552620675072953645730e-13 1 2 3 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.0497325694407946650664053574565984239264e-11 0 2 8 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.9866520331337329000637635783647180754463e-15 1 2 4 0 2 0
7.3828125000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -1.2850965170046416139104361809348799289623e-11 1 8 1137 0 2 20
7.4414062500000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 5.2005214903197898323036106118348733751491e-12 1 8 1139 0 2 18
7.3437500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -1.0592543599656741206388107093405302923383e-10 1 5 137 1 4 80
7.3437500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 3.9744984207645848250135382241903653222082e-11 1 5 138 1 4 79
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -4.4046219034266477128332259119040361754019e-16 0 2 0 1 2 5
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -2.5721870115751321648178243958168852703605e-11 0 2 0 0 2 9
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -7.4092626551930001083527492004268850955828e-10 0 2 1 0 2 8
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.7706443665533731265997227345915590590586e-13 0 2 1 1 2 4
7.1875000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 -3.8481005096451157104209445892150330548187e-11 1 5 140 1 4 77
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.2281088260101728486279101200452074619954e-13 0 2 2 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.0362966270242107773870908162043525876927e-10 0 2 2 0 2 7
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.5269857172855122397685241463226356664618e-11 0 2 3 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.1782727101870784536978740174804787860696e-14 0 2 3 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -4.5314997022209515345313790995486740581510e-10 0 2 4 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2730414325399338869645194190571487079778e-14 0 2 4 1 2 1
7.6562500000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 2.5905301848377955111253258602198139282091e-10 1 5 143 1 4 74
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2730414314835330145483360786730875526194e-14 1 2 1 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -4.5314996884949873514770489792960386082887e-10 0 2 5 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.1782727088252281144252181988032190127023e-14 1 2 2 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.5269856382417113328310126372482221582955e-11 0 2 6 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.2281088258526011013625063136423807609327e-13 1 2 3 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.0362966194181791916929887005014809635284e-10 0 2 7 0 2 2
7.5000000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 2.5835459620034855526220870102925477457267e-10 1 5 146 1 4 71
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.7706443661094261905128560092647227390658e-13 1 2 4 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.4092626367680544759561837069787408605048e-10 0 2 8 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -4.4046211578637409624710803694158257825614e-16 1 2 5 0 2 0
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.5721870081514445341579139905815445596438e-11 0 2 9 0 2 0
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 3.0535910034377578118684148096481399974986e-15 0 2 0 1 2 6
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 6.8910043894053232274688848528969101756621e-13 0 2 0 0 2 10
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -9.2856913650295977587484989090112381948661e-10 0 2 1 0 2 9
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.4557260288175247341024441647960210906711e-14 0 2 1 1 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.2762380295685689332407640335387313983216e-14 0 2 2 1 2 4
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 3.0582151980041706899609296412987854973942e-10 0 2 2 0 2 8
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -7.5733796198690761000309952368170435602068e-11 0 2 3 0 2 7
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -9.0953721278369385561557574284827614179323e-14 0 2 3 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.2121146139316469739508447691886031507072e-11 0 2 4 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -6.5005903827897331863848558947974336816138e-14 0 2 4 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -8.8233865037490038493850562910826424342626e-14 1 2 1 0 2 5
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.8233864829075208766768346290291776822553e-14 0 2 5 1 2 1
3.7500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -4.2676623854673263373289133603815520556779e-09 0 2 5 0 2 5
8.7500000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 2.8536643004891398271161275868382234399689e-08 0 2 17 1 5 137
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -6.5005903809696556353746605066870523130735e-14 1 2 2 0 2 4
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.2121145512728280179235173248789475585266e-11 0 2 6 0 2 4
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 -1.2953480497494505365719553760089346669537e-10 0 2 18 1 5 136
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -9.0953721268055515164110461072341396813047e-14 1 2 3 0 2 3
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.5733795633084613868827470083757444699324e-11 0 2 7 0 2 3
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 -6.1929819688317685177395496887479357100981e-11 0 2 19 1 5 135
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -7.2762380301413223401095659200720834172194e-14 1 2 4 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.0582151923374701250050243456289188886954e-10 0 2 8 0 2 2
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 8.8716970568942937429958634133362813112278e-10 0 2 20 1 5 134
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.4557257287137469805893748565685977056349e-14 1 2 5 0 2 1
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -9.2856913571040111805295889674683601500149e-10 0 2 9 0 2 1
8.7500000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 -3.2459194071269432681252105533201992269843e-11 1 2 17 1 5 133
7.5000000000000000000000000000000000000000e-01 6.8750000000000000000000000000000000000000e-01 2.6434012898096249500541679228258866440893e-11 0 2 21 1 5 133
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.0535909664710218740925765923706418139956e-15 1 2 6 0 2 0
2.5000000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.8910043430706214812423940896452072811269e-13 0 2 10 0 2 0
7.5000000000000000000000000000000000000000e-01 7.0312500000000000000000000000000000000000e-01 -6.6232297798555292262461211603259084862438e-11 0 2 22 1 5 132
7.5000000000000000000000000000000000000000e-01 7.0312500000000000000000000000000000000000e-01 -4.6569456765889950851042346240447151670128e-11 1 2 19 1 5 131
8.2812500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 1.9705111157972230318030843534824652144022e-11 1 5 155 1 5 160
8.2812500000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 1.8318380575846458679375633410589996503959e-11 1 5 156 1 5 159
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -1.8126483255002931861090641437904988530940e-14 0 2 0 1 2 7
1.2500000000000000000000000000000000000000e-01 6.2500000000000000000000000000000000000000e-01 -4.2790242073571090751386716205661585495090e-11 0 2 0 0 2 11
8.7500000000000000000000000000000000000000e-01 7.4218750000000000000000000000000000000000e-01 3.7964227876484394259321544151418784378976e-12 0 2 17 1 8 1141
8.1250000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -2.6429336288041702757072921092375652508955e-11 1 5 157 1 5 158
1.2500000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 2.5028875250108042349786442530410910875527e-11 0 2 1 0 2 10
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.0767209573799484339913672495190128443896e-13 0 2 1 1 2 6
